1050625, 0.039298s, 2.329968s

1050625, 0.039219s, 2.335106s

1050625, 0.039216s, 2.330009s

1050625, 0.039242s, 2.351352s

1050625, 0.03922s, 2.327144s

1050625, 0.039405s, 2.330968s

1050625, 0.039138s, 2.332708s

1050625, 0.03933s, 2.32683s

1050625, 0.039327s, 2.331652s

1050625, 0.039134s, 2.341716s

1050625, 0.039339s, 2.327384s

1050625, 0.039405s, 2.328413s

1050625, 0.039148s, 2.336537s

1050625, 0.039309s, 2.339853s

1050625, 0.039336s, 2.326214s

1050625, 0.039163s, 2.325116s

1050625, 0.039445s, 2.328893s

1050625, 0.039244s, 2.328966s

1050625, 0.039269s, 2.340139s

1050625, 0.039266s, 2.333966s

1050625, 0.039238s, 2.32735s

1050625, 0.039207s, 2.324857s

4198401, 0.154697s, 9.28569s

4198401, 0.154807s, 9.277747s

4198401, 0.154524s, 9.274719s

4198401, 0.154825s, 9.286924s

4198401, 0.154728s, 9.335056s

4198401, 0.154848s, 9.276859s

4198401, 0.154725s, 9.308459s

4198401, 0.15466s, 9.283573s

4198401, 0.154856s, 9.273604s

4198401, 0.154726s, 9.316271s

4198401, 0.154667s, 9.273986s

4198401, 0.155059s, 9.264657s

4198401, 0.154752s, 9.256762s

4198401, 0.15462s, 9.374021s

4198401, 0.154942s, 9.300155s

4198401, 0.154744s, 9.372286s

4198401, 0.154565s, 9.269883s

4198401, 0.154589s, 9.276229s

4198401, 0.154875s, 9.292411s

4198401, 0.154893s, 9.288764s

4198401, 0.154886s, 9.267099s

4198401, 0.154842s, 9.302277s

4198401, 0.154601s, 9.396557s

4198401, 0.154691s, 9.275604s

4198401, 0.154647s, 9.279701s

4198401, 0.154691s, 9.280591s

4198401, 0.154965s, 9.277119s

4198401, 0.155033s, 9.311849s

4198401, 0.154646s, 9.319482s

4198401, 0.154684s, 9.312744s

4198401, 0.154899s, 9.256485s

4198401, 0.154924s, 9.273518s

4198401, 0.154712s, 9.272479s

4198401, 0.154879s, 9.325734s

4198401, 0.15461s, 9.276022s

4198401, 0.15469s, 9.309928s

4198401, 0.154866s, 9.274556s

4198401, 0.154808s, 9.263876s

4198401, 0.154764s, 9.293464s

4198401, 0.15466s, 9.287255s

4198401, 0.154829s, 9.271995s

4198401, 0.154744s, 9.309551s

4198401, 0.154916s, 9.304521s

4198401, 0.154651s, 9.289855s

4198401, 0.154956s, 9.291468s

4198401, 0.154613s, 9.29352s

4198401, 0.155052s, 9.305125s

4198401, 0.154572s, 9.281655s

4198401, 0.154775s, 9.423466s

4198401, 0.154853s, 9.302044s

